COD_ACIDEN;Final de s;Pico;Pista_Molhada;Intersecao;Centro;Vei_Pesado;MOTO;NATUREZA;_GRAVIDADE
6916;0;0;0;1;0;0;0;Colisao Transversal;ILESO
6917;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
6918;0;1;0;1;0;0;0;Colisao Transversal;ILESO
6919;0;0;0;1;0;0;0;Colisao Lateral;ILESO
6920;0;1;1;1;0;0;1;Colisao Lateral;ILESO
6921;0;0;0;1;0;0;0;Colisao Transversal;ILESO
6922;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
6923;1;1;0;1;0;0;0;Colisao Transversal;ILESO
6924;1;0;0;1;0;0;0;Colisao Frontal;ILESO
6925;0;0;0;1;0;0;0;Colisao Lateral;ILESO
6926;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
6927;0;0;0;1;0;1;0;Colisao Transversal;ILESO
6928;0;0;0;0;0;0;0;Colisao Transversal;FERIDO
6929;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
6930;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
6931;0;0;0;1;0;0;0;Colisao Transversal;ILESO
6932;0;0;1;1;0;0;0;Colisao Lateral;ILESO
6933;0;0;0;0;0;0;0;Colisao Traseira;ILESO
6934;0;1;0;0;0;0;1;Colisao Lateral;ILESO
6935;0;0;0;1;0;0;0;Colisao Lateral;ILESO
6936;0;0;0;0;0;0;0;Colisao Traseira;ILESO
6937;0;0;0;0;0;1;0;Colisao Lateral;ILESO
6938;0;1;0;0;0;0;0;Colisao Lateral;ILESO
6939;0;0;0;1;0;0;0;Atropelamento;FERIDO
6940;0;0;0;1;0;0;0;Colisao Traseira;ILESO
6941;0;0;0;0;0;0;0;Colisao Lateral;ILESO
6942;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
6943;1;0;0;1;0;0;0;Colisao Transversal;FERIDO
6944;1;0;0;1;0;0;0;Colisao Lateral;ILESO
6945;0;1;0;1;0;0;0;Colisao Transversal;ILESO
6946;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
6947;0;0;0;0;0;0;0;Colisao Traseira;ILESO
6948;0;1;0;1;0;1;0;Colisao Transversal;FERIDO
6949;0;0;0;0;0;0;0;Colisao Traseira;ILESO
6950;0;0;0;0;1;0;1;Colisao Traseira;ILESO
6951;0;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
6952;0;0;0;1;1;0;0;Colisao Traseira;ILESO
6953;0;0;0;1;1;0;0;Colisao Transversal;ILESO
6954;0;1;0;1;1;0;0;Colisao Lateral;ILESO
6955;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
6956;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
6957;0;0;0;0;1;0;0;Colisao Transversal;ILESO
6958;0;0;0;1;1;1;0;Colisao Traseira;ILESO
6959;0;0;0;0;0;0;0;Queda;ILESO
6960;0;0;0;0;0;0;0;Colisao Traseira;ILESO
6961;0;0;0;0;0;1;0;Engavetamento;ILESO
6962;0;1;0;1;1;0;0;Colisao Lateral;ILESO
6963;0;0;0;0;1;0;0;Colisao Lateral;ILESO
6964;0;0;0;1;1;0;0;Colisao Lateral;ILESO
6965;1;0;0;1;1;0;1;Colisao;ILESO
6966;0;0;0;1;1;0;0;Colisao Transversal;FERIDO
6967;0;0;0;1;1;1;0;Colisao Lateral;FERIDO
6968;0;0;0;1;1;0;0;Colisao Transversal;ILESO
6969;0;0;0;1;1;0;0;Colisao Transversal;ILESO
6970;1;1;0;0;1;0;0;Colisao Transversal;ILESO
6971;1;0;0;1;1;0;1;Colisao Traseira;ILESO
6972;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
6973;0;0;0;0;1;0;0;Colisao Transversal;ILESO
6974;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
6975;0;0;0;0;1;1;0;Colisao Traseira;ILESO
6976;0;0;0;0;1;0;1;Colisao Lateral;ILESO
6977;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
6978;0;0;1;1;1;0;0;Colisao Traseira;ILESO
6979;0;0;0;0;1;0;1;Colisao Traseira;ILESO
6980;0;0;0;0;1;0;1;Colisao Traseira;FERIDO
6981;0;0;0;1;1;0;1;Colisao Lateral;ILESO
6982;1;0;0;1;1;0;0;Colisao Transversal;ILESO
6983;0;0;0;1;1;0;0;Colisao Transversal;ILESO
6984;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
6985;0;0;0;0;1;0;0;Colisao Lateral;ILESO
6986;0;1;0;1;1;0;1;Colisao Lateral;ILESO
6987;0;1;1;1;1;0;1;Colisao Transversal;FERIDO
6988;0;0;0;0;1;0;1;Colisao Traseira;ILESO
6989;0;1;0;1;1;0;1;Colisao Lateral;FERIDO
6990;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
6991;0;0;1;1;1;0;0;Colisao Transversal;ILESO
6992;0;1;0;1;1;0;0;Colisao Transversal;ILESO
6993;0;0;0;1;1;0;0;Colisao Lateral;ILESO
6994;0;0;0;1;1;0;1;Colisao Transversal;ILESO
6995;0;0;0;0;1;0;0;Colisao Traseira;ILESO
6996;0;1;0;1;1;0;0;Colisao Lateral;FERIDO
6997;0;0;0;1;1;0;0;Colisao Transversal;ILESO
6998;0;0;0;1;0;0;0;Colisao Transversal;ILESO
6999;0;1;0;0;0;0;1;Colisao Transversal;FERIDO
7000;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7001;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7002;0;1;0;0;0;0;1;Colisao Traseira;FERIDO
7003;0;0;1;0;0;0;1;Colisao Lateral;FERIDO
7004;1;0;0;0;0;0;0;Colisao Transversal;FERIDO
7005;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7006;0;1;0;1;0;0;0;Colisao Lateral;ILESO
7007;0;1;0;1;0;0;0;Colisao Transversal;ILESO
7008;0;1;1;1;0;0;1;Colisao Traseira;FERIDO
7009;0;1;1;1;0;0;0;Colisao Transversal;ILESO
7010;0;0;1;1;0;0;0;Colisao Transversal;ILESO
7011;0;0;0;0;0;0;0;Colisao Traseira;ILESO
7012;0;0;0;1;0;0;0;Colisao Traseira;FERIDO
7013;0;1;0;1;0;0;0;Colisao Traseira;ILESO
7014;0;1;0;0;0;0;0;Colisao Traseira;ILESO
7015;0;1;1;0;0;1;0;Colisao Traseira;ILESO
7016;0;1;0;0;0;1;0;Colisao Transversal;ILESO
7017;0;0;0;0;0;0;0;Colisao Lateral;ILESO
7018;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
7019;0;1;1;0;0;0;1;Colisao Lateral;ILESO
7020;1;0;0;0;0;0;1;Colisao Traseira;FERIDO
7021;1;0;0;0;0;0;0;Colisao Traseira;ILESO
7022;0;1;0;1;0;0;0;Colisao Traseira;ILESO
7023;0;0;1;0;0;0;0;Atropelamento;FERIDO
7024;0;1;0;1;0;0;0;Colisao Transversal;ILESO
7025;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7026;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7027;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7028;1;0;0;0;0;0;1;Colisao Frontal;FERIDO
7029;1;1;0;0;0;0;0;Colisao Lateral;ILESO
7030;0;0;0;1;0;0;1;Colisao Transversal;ILESO
7031;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7032;0;0;1;1;0;0;1;Colisao Lateral;FERIDO
7033;0;1;1;1;1;0;0;Colisao Lateral;ILESO
7034;1;0;0;1;1;0;0;Colisao Lateral;ILESO
7035;1;1;0;0;1;0;0;Colisao Transversal;ILESO
7036;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
7037;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
7038;1;1;0;1;0;0;1;Colisao Transversal;FERIDO
7039;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7040;0;0;0;1;0;1;0;Colisao Transversal;FERIDO
7041;0;0;0;0;1;0;0;Colisao Traseira;ILESO
7042;0;0;0;1;0;0;0;Colisao Traseira;FERIDO
7043;1;1;0;1;0;0;1;Colisao;ILESO
7044;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7045;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7046;1;0;0;1;0;1;0;Colisao Lateral;ILESO
7047;1;0;0;1;1;0;0;Colisao Lateral;ILESO
7048;1;0;0;1;0;0;0;Colisao Lateral;ILESO
7049;0;0;0;1;0;0;1;Colisao Transversal;ILESO
7050;0;0;1;1;0;1;0;Colisao Lateral;ILESO
7051;1;0;0;0;0;0;0;Colisao Traseira;ILESO
7052;0;0;0;1;0;1;0;Colisao Transversal;ILESO
7053;1;0;0;1;0;0;0;Colisao Lateral;ILESO
7054;0;0;0;0;0;0;0;Colisao Lateral;ILESO
7055;0;1;0;0;0;0;0;Colisao Transversal;ILESO
7056;0;0;0;0;0;0;0;Atropelamento;FERIDO
7057;0;0;0;1;0;1;0;Colisao Transversal;ILESO
7058;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7059;0;1;0;0;0;0;1;Colisao Transversal;FERIDO
7060;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
7061;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
7062;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
7063;1;0;0;1;0;0;0;Colisao Frontal;ILESO
7064;0;0;1;1;0;0;0;Colisao Traseira;ILESO
7065;0;0;1;1;0;0;1;Colisao Frontal;FERIDO
7066;0;0;0;1;0;0;0;Colisao Frontal;ILESO
7067;0;0;0;1;0;1;1;Colisao Lateral;FERIDO
7068;0;0;0;1;0;0;1;Choque c/ obstaculo fixo;FERIDO
7069;1;0;0;0;0;0;0;Colisao Traseira;ILESO
7070;0;1;0;1;0;0;1;Colisao Transversal;ILESO
7071;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7072;0;0;0;1;0;0;1;Colisao Transversal;ILESO
7073;0;0;0;1;0;1;0;Colisao;FERIDO
7074;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7075;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7076;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
7077;0;0;0;1;0;0;1;Colisao Lateral;ILESO
7078;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7079;1;0;1;0;0;0;0;Queda;ILESO
7080;0;1;0;0;0;0;1;Colisao Lateral;FERIDO
7081;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
7082;0;1;0;0;0;0;0;Colisao Traseira;ILESO
7083;0;0;0;1;1;0;0;Colisao Transversal;FERIDO
7084;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7085;0;0;0;0;1;0;0;Colisao Traseira;ILESO
7086;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7087;0;1;0;0;1;0;0;Colisao Traseira;ILESO
7088;0;1;0;1;1;0;0;Colisao Traseira;ILESO
7089;0;0;0;0;1;0;0;Colisao Traseira;ILESO
7090;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7091;0;0;0;0;1;0;0;Colisao Lateral;ILESO
7092;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7093;1;0;0;1;1;0;0;Colisao Transversal;ILESO
7094;0;1;0;1;1;0;0;Colisao Transversal;ILESO
7095;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7096;0;1;0;1;1;0;0;Colisao Transversal;ILESO
7097;1;0;1;1;1;0;0;Colisao Transversal;ILESO
7098;0;0;0;0;1;0;0;Colisao Lateral;ILESO
7099;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7100;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
7101;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
7102;1;1;0;1;1;0;0;Colisao Traseira;ILESO
7103;0;1;0;1;1;1;0;Colisao Transversal;ILESO
7104;0;0;0;1;1;1;0;Colisao Transversal;ILESO
7105;1;1;0;0;1;0;0;Colisao Lateral;ILESO
7106;0;0;0;1;1;1;0;Colisao Lateral;FERIDO
7107;0;0;0;0;1;0;0;Choque c/ obstaculo fixo;ILESO
7108;0;1;0;1;1;1;0;Colisao Lateral;ILESO
7109;0;0;0;1;1;1;0;Colisao Lateral;ILESO
7110;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
7111;0;0;0;1;0;1;1;Colisao Transversal;FERIDO
7112;0;0;0;1;0;0;0;Colisao Traseira;ILESO
7113;0;1;0;1;0;0;0;Colisao Lateral;ILESO
7114;0;0;1;1;0;1;0;Colisao Transversal;ILESO
7115;0;1;0;1;0;1;0;Colisao Transversal;ILESO
7116;0;1;1;1;0;0;0;Colisao Transversal;ILESO
7117;1;0;0;1;0;0;0;Colisao Transversal;ILESO
7118;1;0;0;1;0;0;1;Colisao Frontal;FERIDO
7119;0;1;0;1;0;0;1;Colisao Traseira;ILESO
7120;0;1;0;1;0;0;0;Colisao Traseira;ILESO
7121;0;0;0;1;0;0;1;Colisao Lateral;ILESO
7122;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7123;0;1;0;1;0;1;1;Colisao Traseira;FERIDO
7124;0;0;0;1;0;0;1;Colisao Lateral;ILESO
7125;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7126;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
7127;0;0;1;1;0;0;0;Colisao Transversal;ILESO
7128;0;1;0;1;1;0;0;Colisao Transversal;ILESO
7129;0;1;1;1;0;0;0;Colisao Transversal;ILESO
7130;0;0;0;1;0;1;0;Colisao Transversal;ILESO
7131;1;1;0;1;0;0;1;Colisao Lateral;FERIDO
7132;0;1;0;1;0;0;0;Colisao Transversal;ILESO
7133;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
7134;1;0;0;1;0;0;0;Colisao Lateral;ILESO
7135;0;1;0;1;0;0;0;Colisao Lateral;ILESO
7136;0;0;1;1;0;0;0;Colisao Frontal;ILESO
7137;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
7138;0;0;0;1;0;0;1;Colisao Lateral;ILESO
7139;0;1;0;1;0;0;1;Colisao Frontal;FERIDO
7140;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7141;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7142;0;0;0;0;0;1;0;Colisao Transversal;ILESO
7143;1;1;0;1;1;0;0;Colisao Transversal;ILESO
7144;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7145;1;0;0;1;1;0;0;Colisao Transversal;FERIDO
7146;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
7147;0;0;0;1;0;0;1;Colisao Frontal;FERIDO
7148;0;0;0;0;0;0;1;Colisao Frontal;FERIDO
7149;0;0;0;0;1;0;1;Colisao Transversal;ILESO
7150;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7151;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7152;0;0;0;0;0;1;1;Colisao Frontal;FERIDO
7153;1;0;0;0;0;1;0;Colisao Frontal;ILESO
7154;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
7155;0;1;0;0;0;1;0;Colisao Traseira;ILESO
7156;0;1;0;1;0;0;0;Colisao Lateral;ILESO
7157;0;1;0;0;0;0;1;Colisao Transversal;FERIDO
7158;0;0;0;1;0;0;1;Colisao Frontal;FERIDO
7159;0;0;0;0;0;0;1;Colisao Frontal;FERIDO
7160;1;1;1;1;0;0;0;Capotamento;FERIDO
7161;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7162;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
7163;0;0;0;1;1;1;0;Colisao Transversal;ILESO
7164;0;0;0;0;1;1;0;Colisao Traseira;ILESO
7165;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
7166;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7167;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
7168;1;1;0;0;1;0;0;Colisao Lateral;ILESO
7169;1;0;1;0;1;0;1;Colisao Frontal;ILESO
7170;0;1;0;0;1;0;1;Colisao Transversal;FERIDO
7171;0;0;0;0;1;1;0;Colisao Lateral;ILESO
7172;1;0;0;0;1;0;0;Colisao Traseira;ILESO
7173;0;1;0;0;1;0;1;Colisao Lateral;FERIDO
7174;1;0;0;0;0;0;0;Colisao Frontal;ILESO
7175;0;0;0;0;0;0;1;Colisao Transversal;FERIDO
7176;0;0;0;1;0;1;1;Colisao Lateral;ILESO
7177;1;1;0;1;1;0;1;Colisao Transversal;FERIDO
7178;0;1;0;1;1;1;0;Colisao Lateral;ILESO
7179;0;0;0;1;1;0;1;Colisao Transversal;ILESO
7180;0;0;0;0;1;0;1;Colisao Traseira;ILESO
7181;0;1;0;1;1;0;0;Colisao Lateral;ILESO
7182;0;0;0;1;0;0;0;Colisao Frontal;ILESO
7183;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
7184;1;0;0;1;0;0;0;Colisao Transversal;ILESO
7185;0;0;0;1;0;1;0;Colisao Lateral;ILESO
7186;0;0;0;0;0;1;0;Colisao Transversal;ILESO
7187;0;1;0;1;0;0;1;Colisao Transversal;ILESO
7188;0;0;0;1;0;0;1;Colisao Lateral;ILESO
7189;0;0;0;1;0;0;0;Colisao Traseira;ILESO
7190;0;0;0;0;0;0;1;Colisao;FERIDO
7191;0;0;0;0;0;0;0;Colisao Lateral;ILESO
7192;0;0;0;0;0;0;0;Colisao Frontal;ILESO
7193;1;0;0;0;1;0;0;Colisao Traseira;ILESO
7194;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7195;0;1;0;1;1;0;1;Colisao Frontal;FERIDO
7196;0;1;0;1;1;0;0;Colisao Lateral;ILESO
7197;1;1;0;1;1;0;0;Colisao Transversal;FERIDO
7198;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7199;0;0;0;1;1;0;1;Colisao Lateral;ILESO
7200;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7201;0;0;0;1;1;0;1;Colisao Transversal;ILESO
7202;0;0;0;0;1;0;0;Colisao Traseira;FERIDO
7203;0;1;0;0;1;0;0;Engavetamento;ILESO
7204;0;0;0;1;1;0;1;Colisao Lateral;ILESO
7205;0;0;0;0;1;1;0;Colisao Lateral;FERIDO
7206;0;0;0;0;1;0;1;Colisao Traseira;ILESO
7207;1;1;0;0;1;0;0;Colisao Lateral;ILESO
7208;0;0;0;0;1;0;0;Colisao Traseira;ILESO
7209;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
7210;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7211;0;0;0;1;1;0;0;Colisao Transversal;FERIDO
7212;1;0;0;1;1;0;1;Colisao Transversal;FERIDO
7213;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7214;0;1;0;1;1;0;0;Colisao Transversal;ILESO
7215;1;0;0;1;1;1;0;Colisao Lateral;FERIDO
7216;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
7217;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
7218;0;0;0;0;0;0;1;Colisao Frontal;FERIDO
7219;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
7220;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7221;0;1;0;1;0;0;0;Colisao Lateral;ILESO
7222;0;0;0;0;0;0;0;Colisao Transversal;ILESO
7223;0;0;0;0;0;0;0;Colisao Transversal;ILESO
7224;1;0;1;1;0;0;0;Colisao Transversal;ILESO
7225;0;1;0;0;0;1;1;Colisao Transversal;FERIDO
7226;0;0;1;1;0;0;1;Colisao Transversal;FERIDO
7227;0;1;0;0;0;0;0;Colisao Lateral;ILESO
7228;0;1;0;1;1;0;0;Colisao Traseira;ILESO
7229;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7230;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7231;0;0;0;1;0;0;1;Colisao Lateral;ILESO
7232;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7233;1;0;0;0;0;0;0;Colisao Lateral;ILESO
7234;0;0;0;1;0;0;1;Colisao Traseira;ILESO
7235;0;0;0;0;0;0;1;Colisao Frontal;FERIDO
7236;1;0;0;1;0;0;0;Choque c/ obstaculo fixo;FERIDO
7237;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7238;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7239;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
7240;0;0;0;1;0;0;0;Capotamento;FERIDO
7241;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7242;1;0;0;1;0;0;1;Queda;FERIDO
7243;1;0;0;1;0;1;0;Colisao Transversal;FERIDO
7244;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7245;1;0;0;1;0;1;0;Colisao Lateral;ILESO
7246;0;0;0;0;0;0;0;Colisao Lateral;ILESO
7247;0;1;0;1;0;0;0;Engavetamento;ILESO
7248;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7249;0;0;1;1;0;0;1;Colisao Transversal;FATAL
7250;0;1;0;1;0;0;1;Colisao Transversal;ILESO
7251;0;0;0;1;0;1;1;Colisao Lateral;ILESO
7252;0;1;0;0;0;0;1;Colisao Lateral;FERIDO
7253;0;0;1;1;0;0;0;Colisao Lateral;ILESO
7254;0;1;0;1;1;0;1;Colisao Lateral;ILESO
7255;1;0;0;1;1;0;1;Colisao Transversal;FERIDO
7256;0;0;0;0;1;0;1;Atropelamento;FERIDO
7257;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7258;0;0;0;1;1;0;0;Colisao Traseira;ILESO
7259;1;1;0;1;1;0;1;Colisao Lateral;ILESO
7260;1;0;0;1;1;0;0;Colisao Transversal;ILESO
7261;0;0;0;1;1;0;1;Colisao Transversal;ILESO
7262;0;1;1;1;1;0;0;Atropelamento;FERIDO
7263;0;0;1;1;1;0;1;Colisao Lateral;FERIDO
7264;0;1;0;1;1;0;0;Colisao Transversal;FERIDO
7265;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7266;0;0;0;1;0;1;0;Colisao Transversal;ILESO
7267;0;0;0;1;0;0;1;Colisao Transversal;ILESO
7268;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
7269;1;0;0;0;0;0;0;Colisao Traseira;ILESO
7270;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7271;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7272;0;0;0;1;0;1;0;Colisao Lateral;ILESO
7273;1;0;0;1;0;1;1;Colisao Lateral;FERIDO
7274;1;1;0;1;0;0;1;Colisao Transversal;FERIDO
7275;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
7276;0;1;0;1;0;0;0;Atropelamento;FERIDO
7277;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
7278;1;0;0;1;0;0;0;Colisao Transversal;ILESO
7279;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
7280;0;0;0;0;0;0;0;Colisao Traseira;ILESO
7281;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7282;0;1;0;1;0;0;0;Colisao Lateral;ILESO
7283;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
7284;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
7285;0;1;0;1;1;1;0;Colisao Lateral;ILESO
7286;0;1;0;0;1;0;1;Colisao Lateral;ILESO
7287;0;1;0;0;1;0;0;Colisao Traseira;ILESO
7288;1;0;0;1;1;0;1;Colisao Transversal;FERIDO
7289;1;0;0;1;1;0;0;Colisao Traseira;ILESO
7290;0;0;0;1;1;0;0;Colisao Traseira;ILESO
7291;0;0;0;1;1;0;1;Colisao Lateral;ILESO
7292;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7293;0;1;0;0;1;0;0;Choque c/ obstaculo fixo;ILESO
7294;1;0;0;1;1;0;0;Choque c/ obstaculo fixo;FERIDO
7295;0;1;0;1;1;0;1;Colisao Lateral;FERIDO
7296;0;1;0;1;1;0;1;Colisao Lateral;FERIDO
7297;0;1;0;0;1;1;0;Colisao Transversal;ILESO
7298;0;1;0;0;1;0;0;Colisao Lateral;ILESO
7299;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
7300;1;0;1;1;0;0;1;Colisao Transversal;FERIDO
7301;0;1;0;0;1;0;1;Colisao Lateral;FERIDO
7302;0;0;0;1;0;1;0;Colisao Transversal;FERIDO
7303;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
7304;0;0;0;1;0;1;0;Colisao Transversal;ILESO
7305;0;0;0;1;0;0;1;Engavetamento;FERIDO
7306;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
7307;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
7308;0;0;0;1;0;0;1;Colisao Transversal;ILESO
7309;0;0;0;0;0;1;0;Engavetamento;FERIDO
7310;0;0;0;1;0;0;0;Choque c/ obstaculo fixo;ILESO
7311;0;0;0;1;0;1;0;Colisao Transversal;ILESO
7312;0;0;0;0;0;0;1;Colisao Traseira;ILESO
7313;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
7314;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
7315;0;1;1;1;1;0;0;Colisao Lateral;ILESO
7316;1;0;0;1;1;0;0;Colisao Lateral;ILESO
7317;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7318;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7319;0;1;0;0;1;0;0;Colisao Frontal;ILESO
7320;0;0;0;0;0;0;1;Colisao Lateral;ILESO
7321;0;0;0;0;0;0;0;Colisao Transversal;ILESO
7322;1;0;0;0;0;0;1;Colisao Lateral;ILESO
7323;0;0;0;0;0;0;0;Colisao Lateral;ILESO
7324;0;1;0;1;1;0;0;Choque c/ obstaculo fixo;ILESO
7325;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7326;0;0;0;0;1;0;0;Colisao Traseira;ILESO
7327;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7328;0;1;0;0;1;0;0;Colisao Lateral;ILESO
7329;1;1;0;1;1;0;0;Colisao Traseira;ILESO
7330;0;1;1;1;1;0;1;Colisao Lateral;FERIDO
7331;0;0;0;1;0;0;0;Colisao Lateral;ILESO
7332;0;1;1;1;0;0;1;Colisao Transversal;ILESO
7333;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7334;0;1;0;1;0;0;0;Colisao Lateral;FERIDO
7335;1;0;0;1;0;0;0;Colisao Lateral;ILESO
7336;0;1;0;1;0;0;0;Colisao Transversal;ILESO
7337;0;0;0;1;0;0;1;Colisao Lateral;ILESO
7338;0;1;0;1;0;0;1;Colisao Lateral;FERIDO
7339;0;0;0;1;0;0;1;Choque c/ obstaculo fixo;FATAL
7340;0;0;0;1;0;0;1;Colisao Transversal;ILESO
7341;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7342;0;0;0;1;0;0;0;Colisao Transversal;ILESO
7343;1;0;0;1;0;0;0;Colisao Transversal;ILESO
7344;0;0;0;0;0;0;0;Colisao Traseira;ILESO
7345;0;1;0;0;1;0;0;Colisao Lateral;ILESO
7346;0;0;0;0;1;0;1;Colisao Traseira;ILESO
7347;0;0;0;1;1;0;0;Colisao Traseira;ILESO
7348;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7349;1;0;0;0;1;0;0;Colisao Traseira;ILESO
7350;0;0;0;0;1;0;0;Colisao Traseira;ILESO
7351;0;0;0;1;1;0;0;Colisao Transversal;ILESO
7352;1;0;0;0;1;0;0;Colisao Lateral;ILESO
7353;0;0;0;0;1;0;0;Colisao Lateral;ILESO
7354;0;0;0;0;0;0;1;Colisao Transversal;ILESO
7355;0;0;0;0;0;0;0;Colisao Lateral;FERIDO
7356;0;0;0;0;1;1;0;Colisao Traseira;ILESO
7357;1;0;1;1;1;0;0;Choque c/ obstaculo fixo;ILESO
7358;0;0;0;1;1;0;0;Colisao Lateral;ILESO
7359;1;0;0;0;1;1;1;Colisao Lateral;ILESO
